SKU,lanes,f_GHz,Compute_PF,I64_roof_PF,I256_roof_PF,I1024_roof_PF,I2048_roof_PF,I64_real_PF,I256_real_PF,I1024_real_PF,I2048_real_PF,Power_lin_W,Power_sq_W,PerfW_I256_lin_TFperW,PerfW_I256_sq_TFperW
V1-D_DDR,1,0.3,0.289406976,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.289406976,0.289406976,178.5,127.05,0.6461812885154062,0.9078580086580088
V1-D_DDR,2,0.3,0.578813952,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.578813952,178.5,127.05,0.6461812885154062,0.9078580086580088
V1-D_DDR,1,0.35,0.337641472,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.337641472,0.337641472,190.75,135.0125,0.6046834076015728,0.8543161559114899
V1-D_DDR,2,0.35,0.675282944,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.675282944,190.75,135.0125,0.6046834076015728,0.8543161559114899
V1-D_DDR,1,0.4,0.38587596800000007,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.38587596800000007,0.38587596800000007,203.0,144.2,0.5681938916256158,0.7998846047156729
V1-D_DDR,2,0.4,0.7717519360000001,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.7717519360000001,203.0,144.2,0.5681938916256158,0.7998846047156729
V1-D_DDR,1,0.45,0.434110464,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.434110464,0.434110464,215.25,154.6125,0.5358576538908247,0.7460157490500445
V1-D_DDR,2,0.45,0.868220928,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.868220928,215.25,154.6125,0.5358576538908247,0.7460157490500445
V1-D_DDR,1,0.5,0.48234496,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.48234496,227.5,166.25,0.5070037802197803,0.6937946466165414
V1-D_DDR,2,0.5,0.96468992,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,227.5,166.25,0.5070037802197803,0.6937946466165414
V1-D_DDR,1,0.55,0.530579456,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.530579456,239.75,179.1125,0.4810984775808134,0.6439715821062182
V1-D_DDR,2,0.55,1.061158912,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,0.028835840000000005,0.11534336000000002,0.4613734400000001,0.9227468800000002,239.75,179.1125,0.4810984775808134,0.6439715821062182
